SubjID,Referentiality,Gender_Status,Group,Baseline,Critical,diff_score
315,NonReferential,Gendered,NonBinary,1.6441,0.19815,-1.4459499999999998
315,NonReferential,NonGendered,NonBinary,-0.22990000000000005,1.96775,2.1976500000000003
315,Referential,Gendered,NonBinary,-0.49079999999999996,2.216,2.7068000000000003
315,Referential,NonGendered,NonBinary,0.50665,-0.23695000000000002,-0.7436
318,NonReferential,Gendered,NonBinary,2.6328,-0.14039999999999994,-2.7732
318,NonReferential,NonGendered,NonBinary,-0.4166,0.98025,1.39685
318,Referential,Gendered,NonBinary,1.9044,0.64905,-1.25535
318,Referential,NonGendered,NonBinary,0.32565000000000016,0.08264999999999999,-0.24300000000000016
319,NonReferential,Gendered,NonBinary,3.01425,1.1198000000000001,-1.89445
319,NonReferential,NonGendered,NonBinary,3.0866000000000002,1.1272499999999999,-1.9593500000000004
319,Referential,Gendered,NonBinary,2.19345,0.968,-1.22545
319,Referential,NonGendered,NonBinary,0.28200000000000003,1.53525,1.25325
320,NonReferential,Gendered,NonBinary,-2.7259,0.78995,3.5158500000000004
320,NonReferential,NonGendered,NonBinary,0.3125000000000001,2.0858499999999998,1.7733499999999998
320,Referential,Gendered,NonBinary,0.6427999999999999,2.04875,1.4059500000000003
320,Referential,NonGendered,NonBinary,1.5384,1.96155,0.4231499999999999
401,NonReferential,Gendered,NonBinary,0.012700000000000095,0.39315,0.3804499999999999
401,NonReferential,NonGendered,NonBinary,0.04725,-1.0458,-1.09305
401,Referential,Gendered,NonBinary,-1.2697000000000003,1.1889,2.4586000000000006
401,Referential,NonGendered,NonBinary,0.21275000000000002,1.27235,1.0596
402,NonReferential,Gendered,NonBinary,1.79525,-0.85575,-2.651
402,NonReferential,NonGendered,NonBinary,-0.09935000000000005,1.4137,1.51305
402,Referential,Gendered,NonBinary,1.5567,0.672,-0.8846999999999999
402,Referential,NonGendered,NonBinary,1.43625,2.02775,0.5915000000000001
403,NonReferential,Gendered,NonBinary,1.77725,0.7025,-1.0747499999999999
403,NonReferential,NonGendered,NonBinary,-0.67515,2.507,3.18215
403,Referential,Gendered,NonBinary,0.6551500000000002,1.65975,1.0046
403,Referential,NonGendered,NonBinary,2.1421,2.24885,0.1067499999999999
404,NonReferential,Gendered,NonBinary,-0.14725000000000008,1.4478,1.59505
404,NonReferential,NonGendered,NonBinary,0.8528500000000001,0.24345000000000006,-0.6094
404,Referential,Gendered,NonBinary,-0.11109999999999998,2.00165,2.11275
404,Referential,NonGendered,NonBinary,1.03275,-0.14075000000000001,-1.1735
